cleaned_text,label
video anak gantung ujung jaya sumedang jadi sore ujung jaya sumedang gara locdown ga makan karna ga yg makan karna patuh pmrintahan yg tolol semjak pmrintaha yg skarang bokbrok bagay tanggung jokowi jga antek nya corona hilang kn orang yahudi dngan mnunggangi corona jg pmrintahan,1
macet mudik arus jalan alter macet mudik arus jalan alterinon tolakibat bijak contra flow jalan tol,1
foto virus corona terminal internasional bandara soekarnohatta virus corono udh smpe t inter be safe guys ,1
video yelyel prajurit raider hasil sunting nyanyi prajurit tni nyindir yaa sadar kumis tebal memble he he he edit gak emang macane wis dadi meong,1
bpk kpk telusur beasiswa salur mahasiswa jember smpkkan kpd mahasiswa terima beasiswa skarang bpk badan awas uang ri kpk jakarta utk berkntor pemkab jember dengn maksud tuju sdang lacak guna danakeuangan beasiswa yg sdh salur mahasiswa asal uang negada tgl juni jam wib sdh orang mahasiswa nama sinta yuliatin panggil bpkkpk pemkab jember salah tanya guna uang beasiswa dimintau bukti bayar kuliah uang yg shd masuk buku rekening nya,1
koran inggris koran koran kompas lai melainnkan koran inggris judul warbiasahh udah ngutang gagal eaaa dukung bong,0
judul berita tempoco anies novel jenguk pasang tusuk menkopolhukam wiranto anies novel jenguk pasang tusuk menkopolhukam wiranto  narasi  edan pancen bebas,0
puasa musafir prabowo nikmat kopi puasa musafir prabowo nikmat kopi eh prabowojumatandimana prabowotarawehdimana capres pilih ijtima ulama yg natal,1
pria lingkar biru habib husen bin syihab ayahanda habib riziq syihab fix,0
why does canada refuse to eliminate pork from the school diet why does canada refuse to eliminate pork from the school diet many muslims in canada ask that pigs not be served in the cafeteria canteen and restaurants in montreal motreal governor  s answer like this  finally they muslims in canada must understand that in canada quebec with its judeochristian roots christmas trees churches and religious festivals religion must remain on private territory the municipality of dorval is right to reject any concessions to islam and sharia,1
revolusi mental psi revolusi mental psi by sepeda man,1
rs cancer sumber waras basuki tjahaja purnama rs cancer sumber waras yg janji ahok utk bangun diam ahok bangun yg bangga masyarakat indonesia ahok tepat janji sdh diri gedung jg dmana trdpt fasilitas radiologi yg ckp canggih dgn hrg trjangkau dokter jantung dr jan anak pndiri rs sumber waras prtama,1
jokowi kalah cepat sby kerja bencana gempa aceh mas joko kalah cepat de esbeye mas joko de esbeye pidie aceh beda tni dagang,1
gempa susul potensi tsunami madura pemberitahuan gempa susul himbauan kpd masyarakat madura prediksi gempasunami susul parameter,1
bareskrim tangkap laku ujar benci facebook bareskrim tangkap laku ujar benci facebook,0
sebar fitnah pakai profil anggota kopassus sebar fitnah pakai profil anggota kopassus,1
dokter rsal surabaya tinggal akibat covid duka cita pahlawan medis covid innalillahi rojiun dokter tirka nandadan ugr rsal dr ramelan surabaya wib minggu juni,1
klarifikasi kepala sdn ciumbuleuit tutup foto pimpin negara kertas sdn ciumbuleuit bandung foto presiden wakil presiden tutup kertas foto sekolah dana tanggung negara gurugurunya gaji negara ajar hormat kepala negara ironis aneh sekolah negeri siswisiswinya wajib jilbab masuk kelas eh sekolah negeri lho sekolah swasta islam,1
imunisasi hpv sebab mandul menopause mati dadak remaja perempuan usia waukesha wisconsin jam terima vaksin hpv gardasil keluarga kejut media bertanyatanya,0
dokter gigi surabaya stres telanjang jalan suami anak mati kena covid dokter gigi srby suaminyaama anak nya mati kena covid istri stres sampe telanjang jalan,1
seleksi alam nyawa jam seleksi alam nyawa jam,1
kartu pra kerja anggur gaji asyik kartu nya mending nganggur aj gaji klo begadang uang lembur wkwkwkwk berak kebon,1
baznas pasang spanduk tolak raya natal gereja masyarakat pangandaraan tolak giat raya natal gereja,1
tulis partai komunis indonesia gambar senapan logo uang ribu anggap indonesia d pimpin jokowi,1
banserpdip damai ratus massa baris serba banser kader nu kabupaten banyumas aksi demonstrasi kantor dpc pdip,0
erdogan duduk kursi tamu kursi baba vatikan erdogan vatikan jumpa baba pop vatikan kursi tamu yg duduk erdogan kursi pop lihat lingkar merah erdogan tolak duduk kursi pop awal pop  pimpin dunia jumpa pop duduk kursi erdogan  pimpin negara dunia duduk kursi pimpin negara turkey jaga izzah islam jaya islam,1
bukti curang jokowi sembako edar mana viral video tindak kpu bawaslu tdk pakai fasilitas negara,1
anak sembunyi kolong meja temu presiden joko widodo naluri anak tajam boooss datang manusia bau antagonis hindar jauh,1
uang rp alat tukar kado prank  uang  innformasi sahih  uang  nilai rp ooo alat tukar merchandise uang kenangkenangan ingat ulang merdeka bangsa indonesia,0
indonesia adakan program suami istri indonesia adakan program suami istri tuju istri,1
wali kota kalong tinggal segel masjid  wali kota kalong tinggal segel masjid,1
video merry riana indonesia bubar merry riana bicara turun tiongkok paham,1
temu stempel logo palu arit pemkab morowali imbau warga tenang stempel  palu arit  pt wanxiang morowali sulawesi gubernur usut tni usut polisi,1
taman pagoda tibet bunga mekar sharing is caring taman pagoda  tibet indah cipta ilahi taman tibet nama pagoda,1
edar surat resmi masjid raya jakarta edar surat resmi masjid raya jakarta,1
gebrak menteri sehat gebrak menteri sehat yg dr awan pasien bpjs kondisi darurat masuk tangan serius rumah sakit mana rs bintang bayar kondisi darurat rs bayar pasien kondisi darurat tangan rs maksimal bicara biaya,1
spanduk adekadek korupsi larang gedung kpk adekadek korupsi larang kalo tahu balikin aja psst bilangbilang ya kasih contoh aja sumber waras ,1
video hijau pakistan salah jenis pohon cemara kurma hijau pakistan salah jenis pohon cemara kurma ,1
heboh prasasti sby sejarah bandara lombok  jokowi malu ganti prasasti bandara lombok prasasti bertandatangan video sby resmi bangun dab resmi bandara lombok ,1
daftar lengkap medis rumah hadap covid tips kit medis covid rumah,1
erdogan joko widodo terjun politik jahat isi joko widodo terjun politik jahat isi,1
tentara cina indonesia info tentara cina indonesia  siap,1
narasi jadi aneh tp nyata video potong daging kedut subhanallah jadi aneh tp nyata dusun kami,1
ahokers tuding ubah data kpu ahokers tuding ubah data kpu,0
azab yahudi israel video unggah tanggal juli akun nama mel abdillah foto ss wa isi tulis  rakyat palestina derita serbu tentara israel tahan al aqso rakyat israel pesta pora bar tel aviv dansa tibatiba tanah buka orangorang tel masuk allah murka kaum yahudi  dicapture postingan bagi kali,1
warsito larang riset kanker perintah paksa henti riset dr warsito duga kuat korban kolusi korporasi birokrat negara,1
badai pasir spanduk gantipresiden simak video badai pasir hebat tanah suci mek,1
pt kci klarifikasi kabar tiket kertas gratis stasiun bogor senin juli minta maaf langgan setia,0
akun media sosial palsu nama bank bca goodlifebca bcacoiddibikinsimpel akun resmi instagram pt bank central asia tbk bca daftar awas ojk dibikinsimpel bitlypembukaanrekeningonlineig,0
permen jeli gelatin asal kulit tulang hewan gummies or jelly candy are gelatinbased chewy candy which is made by boiling skin cartilage and bones from animals,1
dagang cina ngamuk jeruk laku akibat wabah corona hahahaa malaysiacina ngamukkrn jerukny ngga yg laku gimana indonesia beli apa produk milik orang china ayo viralkan,1
setya novanto baca teks proklamasi hancur tananan bangsa sangka baca teks proklamasi upacara resmi istana negara,1
divisi humas polri klarifikasi kait pesan beranta paket gelap cod china jogja paket gelap tokorumah jd sasar terima cod cina bilang pesan ktp pinjam foto bawa paket dg alas konfirmasi cina kata,0
kontroler ps buat hidung anjing tahu microsoft hidung anjing bahan buat thumbstick kontrol gamecube kontrol butuh anjing produksi benda,1
poster undang tahlil buka guru budi selamat pagi temanteman informasi aja aksi solidaritas alm budi lapang polres sampang hoax polres sampang ada giat be samrt netizen,0
inasgoc bantah bayar honor tari rato jaroeh asi games  imbal tari rato jaroeh inasgoc hubung sekolah  campur atur internal sekolah  sekretaris jenderal inasgoc indonesia eris heryanto selasa,0
perintah cabut perda nuansa syariah perintah cabut perda nuansa syariah,1
klarifikasi edar surat nyata bank mandiri rekening sofyan basir rp triliun bertanggungjawab tempat saldo rekening nomor,0
nasi padang sumber tular covid nasi padang sumber tular virus covid coba bayang meja tamu mkn dak habis sisa kembali saji lag tamu yg bungkus bekas air liur tamu yg yg virus corona selesai mkn tamu ngobrol hidang meja blm angkat hujan rintik hidang tsb rentang tular virus corola,1
akun instagram mengatasnamakan bnpb sumbang dana akun instagram mengatasnamakan bnpb sumbang dana,0
aksi ganti presiden gabung ronta aceh aksi berontak gantipresiden bahaya ancam indonesia aksi ganti presiden gabung ronta aceh nama gam polisi tni mohon jaga negara cinta,1
video rusuh akibat razia zebra asli indonesia akibat razia zebra ,1
moga bang hotman nyata smoga ap yg dktakan bng hotman mnjadi knyataan nga sabar nunggux serta tangkap layar klaim mpr lantik prabowo oktober,1
sby istri unjung lahan kota langit  susilo bambang yudhoyono istri unjung lahan kota langit karna kenal hasil bumi sayur palawija limpah ruah kenal sarongge sarongge brand kotalangit ,1
foto wapres maruf narasi ajar nipu presiden jokowi kalo urus nipu rakyat jokowi ahli ajar lancar,1
nunggak bpjs urus simstnk kait klarifikasi duduk daftar anggota keluarga tanggal januari kena sanksi administrasi cabut layan publik liput,0
hoax cto traveloka dukung aksi walkout ananda sukarlan acara kolese kanisius cto traveloka dukung aksi walkout ananda sukarlan acara kolese kanisius,1
foto putri presiden rusia vladimir putin orang vaksin vaksin tim dokter rusia putri presiden rusia vladimir putin  orang yg sdh vaksin dgn vaksin yg temu tim dokter rusia vaksin buat cina teladan pimpin negara yg berani ambil resiko putri vaksin vaksin rakyat  ,1
sptmau ngemis suara muslimgak malu spt mau ngemis suara muslim gak malu ,1
foto massa tumpah ruah kepung gedung dpr kait ruu hip moga ruu hip ganti nama apa batal massa rakyat tumpah ruah kepung gedung dpr,1
racun nasi magic com keluar nasi rice cooker sdh matang jam picu diabetesh biasa picu anak derita kanker diabetes,1
lindung saudara muslim rohingya muslim dunia islam komen aamiin ya allah lindung saudara muslim rohingya muslim dunia aamiin sharebagikan bnyk doa ,1
foto serta video pesawat tempur rudal israel arah palestina masjid alaqsa foto serta video pesawat tempur rudal israel arah palestina masjid alaqsa,0
jemput tim medis kakak adik usia tangerang jangkit covid akibat main rumah ditangerang saudara kakak adik usia jangkit covid pulang main luar rumah,1
tanda alam kera putih turun gunung agung tanda alam kera putih turun gunung agung,0
pasar wameo karya nugraha tutup minggu assalamu alaikum  info dagang pasar wameo karya nugraha hasil rapat siang pasar wameo wali kota bau bau pekan senin pasar wameo nugraha tutup minggu hindar kerumun orang pasar sih,1
klarifikasi kpk kait foto setya novanto baju tahan sengaja wib rest area kilometer tol purbaleunyi arah jakarta rombong investigasi gabung wartawan indonesia gwi orang awal mantan ketua dprri setya novanto setnov pidana penjara,0
erdogan aku menang jokowi artikel laman daring aljazeraonline judul  info turki erdogan aku menang jokowi  berita tolak recep tayyip erdogan presiden turki menang calon presiden nomor urut joko widodo pasca menang jokowi dasar hasil hitung cepat lembaga survei,1
